Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,Mean_SNR,SNR_Var,Sat_Count,WeatherLabel
188600,30.07465296,58.32841089,57,0,51,50,51,52,52,52,52,51.42857143,0.619047619,7,0
16600,29.29558829,74.66738499,301,1,42,41,41,42,41,44,44,42.375,1.982142857,8,1
73100,36.51659776,49.47619657,7,0,51,49,50,49,50,51,48,49.71428571,1.238095238,7,0
169500,30.54537848,40.60207744,31,0,51,50,50,49,50,50,49,49.85714286,0.476190476,7,0
29100,30.29878551,45.61366431,8,0,49,49,51,50,52,50,51,50.28571429,1.238095238,7,0
18400,32.06353302,53.06325581,13,0,50,49,52,49,50,51,49,50,1.333333333,7,0
82000,26.54154282,86.67789037,768,1,32,36,33,32,34,30,38,31,48,11,2
22100,22.16736795,87.64408672,969,1,35,34,34,35,33,32,37,31,65,11,2
121100,27.00782268,66.37733346,561,1,43,38,38,42,41,41,40,40.125,3.839285714,8,1
53300,34.44345364,40.28630555,31,0,50,51,49,50,51,51,52,50.57142857,0.952380952,7,0
83500,29.00123216,67.32165976,322,1,42,41,39,40,42,42,40,40.625,1.696428571,8,1
71500,26.00090693,65.07420252,351,1,42,39,42,41,39,40,39,40.25,1.642857143,8,1
189800,31.9080806,72.96288964,581,1,40,40,44,43,40,41,42,40.875,4.696428571,8,1
116800,30.80629849,61.82360385,320,1,41,43,39,39,41,38,40,40.625,4.267857143,8,1
65700,32.90465837,57.00696002,55,0,47,51,52,51,51,52,51,50.71428571,2.904761905,7,0
125500,33.44244716,42.8568393,48,0,49,49,48,51,50,49,51,49.57142857,1.285714286,7,0
72200,27.3993047,75.92840037,383,1,40,45,40,39,42,41,39,40.875,3.839285714,8,1
73200,28.21118768,65.78735437,309,1,42,38,41,43,40,41,44,41.625,4.267857143,8,1
48100,28.21038592,62.98452963,553,1,45,39,42,42,42,46,40,42.125,5.553571429,8,1
99000,26.46576789,99.9409094,843,1,34,31,33,34,35,33,34,31,71,11,2
89800,30.10401539,48.50456371,9,0,49,50,52,53,49,50,50,50.42857143,2.285714286,7,0
42800,32.8073201,46.27933435,18,0,50,49,51,53,50,48,49,50,2.666666667,7,0
120000,23.91565439,86.12081972,816,1,32,34,31,34,30,34,32,30,64,11,2
199200,34.8818012,55.04936675,46,0,48,51,50,50,49,51,53,50.28571429,2.571428571,7,0
400,29.10797665,60.16456701,494,1,42,42,43,39,42,38,42,41.125,2.982142857,8,1
143600,32.46343953,44.57750925,21,0,51,51,50,50,50,50,52,50.57142857,0.619047619,7,0
23000,25.84444824,97.23648814,871,1,33,31,30,32,32,34,33,30,65,11,2
122200,33.45867841,41.67108675,17,0,51,50,49,47,52,50,51,50,2.666666667,7,0
88700,26.92993637,69.77346981,547,1,41,41,38,39,37,41,40,40.125,4.696428571,8,1
33700,26.69370922,60.62860315,493,1,42,42,41,42,39,40,41,41.125,1.267857143,8,1
151500,27.39713953,79.09146638,557,1,40,40,39,41,45,40,41,40.75,3.357142857,8,1
180300,22.11070255,99.78826039,733,1,34,31,32,30,32,31,34,30,75,11,2
51900,26.53180852,91.48685173,896,1,31,34,32,36,35,34,33,30,84,11,2
26000,22.82025383,80.04238945,948,1,33,32,33,35,33,29,38,31,47,11,2
84700,28.7592789,74.3942732,466,1,42,40,38,39,40,43,40,40.125,2.696428571,8,1
99300,23.58978479,96.74893749,747,1,33,34,34,30,31,32,34,29,58,11,2
138600,30.20486274,78.07782688,411,1,42,43,43,43,39,43,42,42,2,8,1
172100,30.97107952,56.69143581,42,0,50,49,51,51,51,51,52,50.71428571,0.904761905,7,0
40400,31.05520079,69.60637754,315,1,41,40,38,41,40,40,43,40.5,2,8,1
181800,34.99730855,56.41392322,93,0,51,48,50,51,49,53,49,50.14285714,2.80952381,7,0
144700,25.78070373,91.37899953,738,1,33,35,33,34,32,35,33,31,70,11,2
67600,30.44457406,79.3462132,384,1,42,41,41,42,43,37,43,41.125,3.839285714,8,1
114800,26.25761008,80.41907868,932,1,34,33,32,33,35,32,33,30,86,11,2
161200,27.62489719,66.65623208,357,1,41,39,42,39,43,41,41,41,2,8,1
172800,27.80719367,66.50592785,456,1,40,39,43,43,42,37,41,40.5,4.571428571,8,1
90500,26.22397473,63.6483191,572,1,41,40,40,38,41,39,40,39.875,0.982142857,8,1
141000,31.64672968,48.22383036,69,0,50,48,50,49,50,49,54,50,3.666666667,7,0
94800,26.27444297,87.54804664,997,1,32,32,35,33,33,32,36,30,54,11,2
131600,23.86955889,99.51449345,807,1,32,30,31,32,31,28,31,30,43,11,2
44400,23.10561492,89.15009216,701,1,31,32,35,33,36,33,33,31,71,11,2
16400,30.33910598,71.34004057,374,1,41,42,40,41,42,41,40,41.125,0.696428571,8,1
183100,34.81505272,56.16811478,47,0,52,51,50,50,50,49,47,49.85714286,2.476190476,7,0
112600,30.69589408,53.45743337,55,0,48,47,49,50,49,52,51,49.42857143,2.952380952,7,0
177100,27.29771055,94.0143118,899,1,32,33,32,32,33,33,32,30,74,11,2
72700,22.52564392,83.661844,918,1,33,35,34,34,34,35,31,30,52,11,2
112900,26.06644854,98.46008042,846,1,34,34,33,34,33,32,32,30,90,11,2
178000,31.88347647,66.82241027,476,1,42,40,41,40,40,41,45,41.375,2.839285714,8,1
30400,35.80873067,58.63507439,83,0,53,51,50,49,53,50,48,50.57142857,3.619047619,7,0
189700,31.50419788,56.65859431,34,0,51,51,52,49,51,51,50,50.71428571,0.904761905,7,0
129200,34.54032679,47.78809878,4,0,51,47,52,52,49,50,51,50.28571429,3.238095238,7,0
7000,36.17795815,55.13503011,32,0,49,47,49,50,50,49,49,49,1,7,0
105300,27.74836954,97.19663192,831,1,35,31,31,35,34,35,34,30,77,11,2
130500,36.96775299,47.01041069,54,0,50,49,49,48,50,50,52,49.71428571,1.571428571,7,0
78000,26.38064071,77.65155218,490,1,37,46,42,40,41,39,42,41,6.857142857,8,1
120600,22.07309426,88.06354736,987,1,34,32,34,35,35,35,32,31,89,11,2
147400,22.80278087,90.84118114,793,1,32,32,33,33,33,34,33,30,63,11,2
166500,36.81139966,48.76357226,78,0,50,51,50,51,51,48,49,50,1.333333333,7,0
134000,32.06146311,57.78255848,81,0,49,51,50,51,49,48,51,49.85714286,1.476190476,7,0
83100,33.61951613,53.24868023,74,0,50,51,51,50,48,51,49,50,1.333333333,7,0
57100,27.88021116,66.38634133,556,1,42,42,43,40,41,39,39,40.875,2.125,8,1
145600,35.51621401,50.00718892,37,0,51,51,48,49,49,50,52,50,2,7,0
120700,27.99210399,70.33195742,438,1,42,37,41,42,40,41,39,40.125,2.982142857,8,1
124600,25.13082749,63.38143478,494,1,40,41,40,40,41,40,41,39.625,5.410714286,8,1
23800,35.16377837,41.57938324,70,0,52,50,51,51,50,51,50,50.71428571,0.571428571,7,0
9200,36.08628039,44.07532918,48,0,49,50,51,49,50,52,48,49.85714286,1.80952381,7,0
53400,22.06113544,89.26404102,990,1,30,32,33,35,35,32,34,31,64,11,2
94400,29.07531757,73.0438585,449,1,43,42,41,41,42,41,44,41.875,1.267857143,8,1
51900,26.52325404,71.75805138,397,1,41,43,41,40,40,40,41,41,1.142857143,8,1
77100,25.71300715,66.96818715,510,1,43,39,42,40,42,40,40,40.75,1.928571429,8,1
60300,26.49912241,70.73130113,305,1,41,42,42,40,41,43,39,41.375,1.982142857,8,1
95900,22.21439325,90.14163441,871,1,37,32,35,34,33,34,32,31,88,11,2
143900,31.78706248,79.14611279,500,1,40,41,40,40,41,43,38,40.875,3.553571429,8,1
100100,34.33520758,55.93362794,47,0,51,50,51,52,50,50,46,50,3.666666667,7,0
4200,27.66946553,66.09738673,441,1,37,40,40,40,42,41,41,39.875,2.696428571,8,1
169600,24.08923452,89.0853389,740,1,34,33,32,33,33,31,34,30,77,11,2
142800,29.94051413,74.11379609,378,1,40,42,43,42,40,40,43,41.5,1.714285714,8,1
61500,26.81132201,73.03549273,377,1,41,41,42,39,39,40,41,40.375,1.125,8,1
150400,33.04156495,57.94731732,31,0,50,52,50,51,51,48,53,50.71428571,2.571428571,7,0
95700,30.37572773,57.23381808,63,0,49,50,49,49,51,50,48,49.42857143,0.952380952,7,0
180100,26.03890052,65.0916987,478,1,42,41,40,42,38,44,42,41,3.714285714,8,1
163000,23.72852852,88.29425167,858,1,32,33,33,31,32,35,32,31,81,11,2
123600,26.8058834,86.49538535,759,1,34,33,34,35,33,32,37,31,62,11,2
153200,35.72920539,46.52507836,69,0,50,49,51,49,51,51,49,50,1,7,0
30200,26.77663504,69.11820479,449,1,42,42,42,40,40,42,40,40.75,2.214285714,8,1
41100,37.60049574,42.81105935,0,0,51,49,50,51,51,49,50,50.14285714,0.80952381,7,0
140500,33.79704701,56.13330106,90,0,50,50,48,50,50,49,54,50.14285714,3.476190476,7,0
134700,27.53573061,79.91930074,321,1,42,41,43,40,39,40,41,41.125,2.125,8,1
44100,26.96878643,84.92657314,903,1,33,31,33,35,31,34,32,30,85,11,2
178800,30.53321632,42.37418191,100,0,48,50,50,51,52,53,48,50.28571429,3.571428571,7,0
88100,30.04234087,61.93745778,562,1,42,38,42,40,36,41,41,39.75,4.785714286,8,1
105000,30.4142192,74.57134888,390,1,41,40,40,43,37,39,41,40.25,3.071428571,8,1
8700,28.84161209,64.33131341,387,1,41,41,40,44,39,38,40,41.125,6.982142857,8,1
103400,30.61562561,45.55705552,17,0,50,53,50,50,49,51,49,50.28571429,1.904761905,7,0
90800,24.48890958,86.02202003,713,1,34,34,32,33,34,35,33,31,93,11,2
183600,25.90472639,98.01854965,1020,1,31,32,33,33,35,34,33,31,85,11,2
66700,26.13247988,82.65255142,909,1,35,33,32,32,33,32,36,30,82,11,2
93100,36.67944189,53.22028508,34,0,48,50,50,50,50,50,48,49.42857143,0.952380952,7,0
59300,22.71367644,96.18045594,842,1,31,32,35,33,34,32,34,30,65,11,2
132800,25.28996707,75.98673226,300,1,39,39,39,38,40,41,42,40.25,3.928571429,8,1
63300,34.25690788,43.33906177,86,0,48,51,50,50,50,48,48,49.28571429,1.571428571,7,0
174100,35.86891504,56.34815695,57,0,48,50,49,50,49,52,48,49.42857143,1.952380952,7,0
49800,37.79515846,59.61478687,26,0,52,50,49,50,49,50,51,50.14285714,1.142857143,7,0
93700,37.31439045,51.67545561,57,0,50,50,49,49,52,50,51,50.14285714,1.142857143,7,0
41500,33.58756418,59.28034814,49,0,50,49,49,51,51,50,50,50,0.666666667,7,0
32800,28.18988198,61.01712847,343,1,39,42,41,41,40,38,44,41,4,8,1
127900,30.52446514,70.6570163,477,1,39,43,41,41,44,42,41,41.25,3.071428571,8,1
158600,26.59205472,70.19684196,538,1,42,42,41,40,43,38,42,41.125,2.410714286,8,1
80100,23.10371344,87.06455944,887,1,33,29,32,32,32,32,31,29,61,11,2
124100,25.62808137,86.02953582,896,1,32,30,34,32,31,33,34,30,80,11,2
75700,34.26768874,57.80282275,78,0,50,51,51,50,50,52,51,50.71428571,0.571428571,7,0
161600,37.95311489,51.13569822,88,0,50,50,52,50,49,51,51,50.42857143,0.952380952,7,0
104100,36.32578532,59.41353091,59,0,50,50,49,51,49,50,51,50,0.666666667,7,0
163100,29.58349057,79.24712661,449,1,44,40,41,44,42,42,41,41.5,4,8,1
175500,23.7576923,89.60985008,943,1,31,32,30,30,32,31,31,29,63,11,2
23500,22.63657965,81.55296253,882,1,34,33,33,35,33,31,34,30,89,11,2
46200,28.45767431,60.64684903,415,1,44,39,42,40,38,44,40,40.75,5.357142857,8,1
59600,35.34046191,45.42818761,75,0,50,50,50,50,49,49,51,49.85714286,0.476190476,7,0
7500,24.7040444,92.99548055,877,1,33,35,33,33,34,28,31,32,47,11,2
76300,27.23748967,71.56593718,459,1,39,44,41,46,39,39,44,41.875,7.553571429,8,1
106800,32.83697726,45.01786091,92,0,50,48,50,50,49,49,49,49.28571429,0.571428571,7,0
19500,31.46309428,62.84059623,300,1,43,41,40,42,44,42,40,41.625,1.982142857,8,1
103900,31.94126312,70.63721445,413,1,40,42,38,43,38,43,36,39.875,6.696428571,8,1
100500,22.55764217,87.57208279,788,1,33,34,31,33,34,30,34,30,61,11,2
122700,28.49035461,77.8446091,499,1,43,41,42,40,40,38,42,40.875,2.410714286,8,1
65200,34.69472894,47.39626512,48,0,51,49,48,48,50,49,50,49.28571429,1.238095238,7,0
65800,24.10666959,91.55810017,959,1,33,32,32,36,35,31,31,30,80,11,2
150500,26.27172778,90.30017174,746,1,34,33,35,30,36,34,34,31,83,11,2
2300,23.09696589,80.16320734,946,1,33,30,32,34,33,34,35,30,79,11,2
71600,25.51593232,67.26663486,587,1,43,39,41,39,42,42,40,40.75,2.214285714,8,1
107300,23.91451459,99.73304882,919,1,32,33,33,37,36,31,34,31,70,11,2
18400,27.00680952,82.53785827,865,1,33,34,34,34,31,35,32,30,82,11,2
69900,27.57587948,64.70453906,397,1,43,40,40,38,43,43,40,40.75,3.928571429,8,1
2000,26.55661866,95.67497064,842,1,31,31,33,31,34,31,35,31,64,11,2
7500,35.83205734,57.4115685,58,0,49,50,48,49,48,50,52,49.42857143,1.952380952,7,0
166600,28.7662954,61.94623654,382,1,42,40,39,40,42,41,41,40.5,1.428571429,8,1
49300,26.55505778,85.46152874,969,1,31,35,34,34,33,32,30,30,78,11,2
92900,31.7646977,60.20482842,486,1,41,44,43,42,39,44,42,42,2.857142857,8,1
58800,22.82938126,99.61858043,951,1,36,35,35,33,33,33,34,31,68,11,2
89000,25.80761294,86.53842154,947,1,30,32,31,34,34,34,32,30,82,11,2
180300,30.83677562,72.80587834,489,1,42,42,42,39,42,42,41,41.375,1.125,8,1
69900,25.53929805,94.7039971,966,1,33,33,33,32,33,33,34,30,89,11,2
28100,22.44347502,94.75790468,962,1,35,34,35,30,33,33,34,31,88,11,2
48400,30.05819818,68.22571858,518,1,40,40,43,41,36,39,42,40.125,4.410714286,8,1
134500,23.77046041,84.86680832,823,1,31,34,33,32,33,33,32,30,73,11,2
101000,31.76967553,50.9771733,17,0,50,50,48,50,49,49,54,50,3.666666667,7,0
102900,36.63132379,52.64564307,12,0,51,50,48,51,52,50,50,50.28571429,1.571428571,7,0
84200,29.40733614,64.71487332,467,1,42,40,40,44,40,40,41,40.875,2.125,8,1
82800,35.90000998,48.57404042,31,0,50,48,49,49,51,47,48,48.85714286,1.80952381,7,0
70600,30.24269,66.31986149,423,1,41,41,42,43,40,41,39,41.25,1.928571429,8,1
187600,34.72278152,43.36407312,87,0,49,49,51,50,49,50,51,49.85714286,0.80952381,7,0
9600,34.18186264,51.55186732,1,0,51,49,50,50,49,52,49,50,1.333333333,7,0
137800,28.77056015,74.59583477,307,1,41,41,41,42,44,43,40,41.625,1.696428571,8,1
32800,26.06921296,96.39280227,796,1,32,32,33,33,35,32,35,30,88,11,2
81900,27.91951507,84.65645998,942,1,32,31,34,31,35,32,33,30,82,11,2
13900,26.6791194,88.7091381,903,1,30,33,33,32,34,31,34,30,75,11,2
120000,36.06610557,51.06742379,30,0,49,51,49,51,47,49,50,49.42857143,1.952380952,7,0
62100,31.67479459,57.8374429,76,0,51,50,50,52,52,50,49,50.57142857,1.285714286,7,0
132900,26.5857981,88.95581063,963,1,30,34,34,32,34,34,33,30,66,11,2
141200,32.15799689,40.44851778,74,0,51,49,49,51,50,49,53,50.28571429,2.238095238,7,0
56600,33.13795236,44.64768646,26,0,51,48,49,49,50,48,50,49.28571429,1.238095238,7,0
54300,35.37360548,52.27208228,28,0,51,51,49,52,49,50,52,50.57142857,1.619047619,7,0
133400,37.7983453,57.80819034,97,0,49,50,49,51,51,50,52,50.28571429,1.238095238,7,0
41300,26.9029509,86.48131189,889,1,36,31,33,33,34,31,31,30,68,11,2
5100,36.20106259,49.69392574,69,0,49,50,51,49,49,50,50,49.71428571,0.571428571,7,0
96300,25.30849452,89.5415905,723,1,32,35,34,33,32,33,32,30,84,11,2
6700,31.82280252,79.47951063,510,1,42,43,41,40,41,42,39,41.125,1.553571429,8,1
187200,28.28955294,76.5476603,324,1,39,43,39,41,41,42,42,41.75,6.5,8,1
155800,36.71889042,41.64544649,28,0,51,48,48,49,50,52,50,49.71428571,2.238095238,7,0
74500,37.19659659,55.62643711,5,0,51,50,51,52,49,50,51,50.57142857,0.952380952,7,0
117300,27.45232562,97.73605161,944,1,31,31,31,33,34,30,34,30,68,11,2
54900,25.52588993,86.98312596,791,1,29,32,31,31,35,33,34,30,55,11,2
146700,33.25526369,53.35521183,86,0,49,53,52,49,50,49,48,50,3.333333333,7,0
122200,26.61303322,82.40950373,903,1,33,35,35,34,34,32,34,31,87,11,2
19500,32.7936766,48.94111088,19,0,49,48,49,48,51,48,50,49,1.333333333,7,0
140000,28.76767064,77.33819056,305,1,40,44,42,41,42,42,44,42.125,1.839285714,8,1
159100,27.17351662,90.98944235,998,1,33,32,33,34,32,32,35,30,75,11,2
177900,29.4704884,69.20104158,559,1,43,38,41,39,39,42,44,41,4.571428571,8,1
80200,34.61030688,58.87403186,91,0,51,49,49,49,52,49,50,49.85714286,1.476190476,7,0
161800,34.46226734,55.91852774,55,0,51,50,51,48,51,49,49,49.85714286,1.476190476,7,0
400,24.66704624,84.27008328,900,1,31,33,34,35,33,35,35,31,87,11,2
104000,23.91633153,95.96156302,701,1,34,30,31,31,34,33,35,30,74,11,2
62000,31.47616815,55.77864944,86,0,51,49,50,50,50,50,50,50,0.333333333,7,0
82600,22.44719986,96.79702882,859,1,31,33,33,33,34,31,33,31,83,11,2
102600,26.4428712,83.17435955,982,1,32,30,32,32,33,36,34,30,75,11,2
162600,27.48017409,79.63789354,420,1,40,40,46,41,43,40,43,42.25,5.642857143,8,1
95400,26.72411212,81.82475346,790,1,34,35,32,36,33,31,34,30,69,11,2
140600,25.36091988,65.09754367,354,1,41,36,42,41,42,40,42,40.75,4.214285714,8,1
138400,31.14486224,60.16031784,447,1,39,41,42,42,43,42,44,41.75,2.214285714,8,1
64400,30.95809705,40.96372025,71,0,52,52,47,48,50,50,49,49.71428571,3.571428571,7,0
78900,25.88978437,61.95478471,541,1,40,41,38,41,41,45,39,40.5,4.571428571,8,1
119900,27.87568073,83.31157113,706,1,35,34,35,35,36,34,33,31,71,11,2
178900,34.14726418,59.61136454,21,0,50,51,51,50,51,53,48,50.57142857,2.285714286,7,0
106100,37.87266775,41.84133972,92,0,49,48,50,52,51,48,53,50.14285714,3.80952381,7,0
144200,22.01327175,96.83713036,948,1,33,33,34,33,29,34,35,30,77,11,2
175600,24.56393801,93.16808127,949,1,32,33,32,34,35,32,34,30,89,11,2
12000,36.45952124,56.07207071,29,0,50,49,50,50,51,47,50,49.57142857,1.619047619,7,0
91600,27.31170173,66.64994177,525,1,40,38,43,42,40,38,44,40,8.857142857,8,1
188000,25.01689628,66.62339698,583,1,40,43,42,41,44,40,41,40.875,5.839285714,8,1
85900,23.76290453,91.78327175,765,1,31,33,33,32,31,33,33,29,77,11,2
135200,24.43315662,87.68699121,757,1,33,34,34,34,34,34,30,31,72,11,2
119400,29.34164576,62.27850113,301,1,38,40,42,42,42,40,44,41,3.428571429,8,1
123000,37.15279363,50.38449142,66,0,51,50,49,49,50,48,48,49.28571429,1.238095238,7,0
76000,26.66204751,78.58465991,374,1,41,42,44,41,39,39,42,41.125,2.696428571,8,1
33500,26.84737477,96.07607607,973,1,31,33,33,31,30,33,35,29,68,11,2
170700,24.25614964,99.7033348,1002,1,32,32,32,33,33,33,31,29,67,11,2
104600,25.78408063,92.94353021,975,1,32,34,31,33,34,34,32,30,84,11,2
130600,30.52347925,65.26009688,459,1,41,40,41,42,42,40,40,40.75,0.785714286,8,1
13400,37.54327763,54.38707245,59,0,49,51,52,51,50,51,50,50.57142857,0.952380952,7,0
148300,25.9473877,68.25022064,374,1,42,38,42,42,40,42,38,40.875,3.839285714,8,1
57900,31.93546882,73.49410086,478,1,39,40,41,40,42,42,44,41.125,2.410714286,8,1
84000,31.69943843,78.08018426,598,1,43,39,42,45,42,40,43,41.625,4.553571429,8,1
179200,26.8527729,61.51492805,368,1,43,43,39,38,40,42,38,40.875,5.839285714,8,1
52200,26.86834696,80.23555628,880,1,30,33,34,33,35,32,35,31,69,11,2
21800,30.27346363,70.14888649,320,1,40,42,42,43,39,42,42,41.375,1.696428571,8,1
51100,33.34594429,57.66929526,47,0,50,49,49,50,47,52,53,50,4,7,0
46400,24.14989286,86.62295863,1019,1,31,34,33,32,33,33,32,30,87,11,2
6200,36.62990007,56.12807234,77,0,50,50,49,51,52,49,48,49.85714286,1.80952381,7,0
155300,37.07365171,50.11017521,61,0,50,48,50,51,48,50,48,49.28571429,1.571428571,7,0
177000,27.40151614,79.18299549,353,1,40,40,42,39,43,41,42,40.875,1.839285714,8,1
155300,26.12333499,81.7977437,801,1,32,34,33,31,36,32,34,30,83,11,2
37400,23.76926955,84.35246215,941,1,33,32,33,32,33,34,31,29,65,11,2
171800,37.8694314,48.85596273,9,0,48,48,50,50,51,51,52,50,2.333333333,7,0
86000,31.2739033,75.81266758,472,1,43,43,42,41,43,41,42,41.75,1.928571429,8,1
190000,26.41877709,99.55125719,732,1,32,33,31,33,33,33,32,30,70,11,2
9500,27.89344048,65.39522667,471,1,41,45,45,42,40,43,37,42,7.142857143,8,1
67900,36.92405701,50.31723805,63,0,50,51,50,49,50,51,50,50.14285714,0.476190476,7,0
168600,29.82357112,66.69904736,410,1,43,39,42,40,42,43,44,41.875,2.696428571,8,1
121100,33.61109619,53.47290835,22,0,50,50,53,52,47,51,53,50.85714286,4.476190476,7,0
12200,32.5440278,59.34253231,70,0,51,49,48,49,48,50,50,49.28571429,1.238095238,7,0
64100,31.93115425,73.60613145,350,1,39,39,42,40,43,43,41,40.875,2.696428571,8,1
108500,31.04153639,77.05976256,401,1,42,42,41,44,41,38,42,42,5.428571429,8,1
29000,27.85788294,89.52840611,942,1,34,32,32,32,33,36,31,31,75,11,2
185200,23.00159074,97.69297395,868,1,35,31,32,32,34,34,35,30,80,11,2
117600,25.97812892,75.20052391,422,1,42,41,40,43,42,46,40,42.5,5.714285714,8,1
121000,33.40945042,43.20730812,95,0,50,48,52,52,48,50,52,50.28571429,3.238095238,7,0
56700,33.49979938,45.62008998,22,0,51,50,49,49,49,47,50,49.28571429,1.571428571,7,0
142900,28.53139494,75.71050596,582,1,40,42,41,39,40,41,44,41,2.285714286,8,1
54800,34.16246161,48.14212978,67,0,49,50,50,51,49,50,52,50.14285714,1.142857143,7,0
86400,33.20610449,48.7322838,31,0,50,50,49,50,50,52,48,49.85714286,1.476190476,7,0
132400,26.80827449,97.68148718,925,1,36,35,32,34,36,32,34,32,80,11,2
139200,31.35806324,57.76236378,87,0,50,50,49,51,52,50,50,50.28571429,0.904761905,7,0
163100,26.88458585,83.83073934,732,1,33,32,32,36,34,33,34,31,77,11,2
40200,26.15945717,65.12370231,420,1,41,40,39,39,41,37,41,40,2.571428571,8,1
198400,29.69478102,76.87924849,406,1,43,40,42,40,40,43,38,41.25,4.214285714,8,1
5700,26.43953674,66.60756661,429,1,42,43,44,38,42,42,44,42,3.714285714,8,1
153100,23.99151877,95.8316002,829,1,32,35,33,33,33,32,36,31,66,11,2
72000,37.50672365,57.97121209,35,0,51,49,50,48,50,52,50,50,1.666666667,7,0
183700,25.17452774,62.82515906,510,1,44,42,41,41,43,40,42,41.625,1.982142857,8,1
88200,26.09770725,63.05402176,550,1,40,40,41,37,36,41,41,39.375,3.696428571,8,1
69000,32.58943389,50.61875357,37,0,50,49,51,50,49,51,51,50.14285714,0.80952381,7,0
60200,31.41608387,54.97290468,91,0,50,53,51,50,53,49,49,50.71428571,2.904761905,7,0
21500,31.84649196,79.24031954,419,1,41,44,42,42,41,44,40,42.625,5.125,8,1
93400,22.44636028,98.55591196,771,1,32,33,32,33,32,31,32,29,83,11,2
191000,24.35855719,92.40118988,946,1,35,35,34,35,33,32,33,32,65,11,2
34700,23.37323474,98.04820996,813,1,34,33,31,31,33,31,33,30,86,11,2
55200,22.32376395,88.47812468,826,1,32,30,32,34,32,34,33,30,62,11,2
50300,36.51036016,59.12094287,1,0,51,51,50,50,53,50,50,50.71428571,1.238095238,7,0
37600,22.37353787,86.38116713,941,1,31,33,34,33,34,32,33,30,87,11,2
31800,31.25149634,48.43656357,41,0,51,49,51,52,50,52,49,50.57142857,1.619047619,7,0
25300,25.38946074,93.26485515,932,1,35,33,32,34,34,36,33,31,89,11,2
149600,22.62840865,81.57806298,981,1,32,32,34,34,30,33,36,30,65,11,2
27400,34.09073919,59.01062105,60,0,50,52,49,50,49,50,48,49.71428571,1.571428571,7,0
149000,24.18432256,93.4715402,941,1,35,33,32,33,34,31,33,31,80,11,2
162000,29.8361246,73.93934214,509,1,43,44,43,41,42,40,43,41.625,5.125,8,1
136100,31.68529751,45.43892079,23,0,49,50,47,49,48,51,49,49,1.666666667,7,0
1300,24.38235517,98.05911649,747,1,31,31,34,33,34,34,32,30,82,11,2
152600,32.27898322,59.46153596,64,0,49,50,50,50,52,48,52,50.14285714,2.142857143,7,0
36600,31.96900889,74.19594046,529,1,39,40,40,41,41,41,41,40.75,1.357142857,8,1
137500,27.75745336,75.55123852,442,1,39,42,41,40,44,41,39,40.5,3.714285714,8,1
194800,26.24358406,80.56423557,1010,1,34,32,34,33,30,32,33,30,85,11,2
29100,31.25085864,77.37664366,591,1,44,41,41,42,38,39,41,40.375,5.125,8,1
128800,31.62991112,65.62782955,575,1,39,40,41,41,38,43,41,40.25,2.5,8,1
187500,25.02455845,61.67348724,598,1,41,41,41,41,39,41,42,41,0.857142857,8,1
155800,28.39131495,65.69294629,452,1,43,41,43,41,43,44,42,42.5,1.142857143,8,1
