Time(ms),Temp(C),Humidity(%),SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,RainLabel
2640115.0,44.9,26.2,25.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,26.0,0
2642115.0,45.2,26.1,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2644115.0,45.2,25.9,25.0,25.0,25.0,26.0,25.0,25.0,24.0,25.0,26.0,0
2646115.0,45.3,25.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2648115.0,45.2,25.5,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2650115.0,45.2,25.3,25.0,24.0,25.0,26.0,25.0,24.0,25.0,26.0,26.0,0
2652114.0,45.4,25.2,25.0,25.0,25.0,26.0,25.0,24.0,25.0,26.0,26.0,0
2654114.0,45.3,25.4,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2656115.0,45.2,25.7,25.0,25.0,25.0,25.0,25.0,25.0,23.0,25.0,26.0,0
2658115.0,45.3,25.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2660115.0,45.4,25.4,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2662115.0,45.4,25.4,25.0,26.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2664115.0,45.6,25.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2666115.0,45.4,25.7,26.0,26.0,25.0,25.0,26.0,28.0,25.0,24.0,26.0,0
2668114.0,45.4,25.6,25.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
2670114.0,45.4,25.7,25.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2672115.0,45.4,25.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2674115.0,45.3,25.6,25.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2676115.0,45.4,25.7,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2678115.0,45.4,25.7,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2680115.0,45.6,25.4,25.0,24.0,25.0,26.0,25.0,24.0,25.0,26.0,26.0,0
2682115.0,45.5,25.3,25.0,25.0,24.0,25.0,28.0,25.0,24.0,25.0,26.0,0
2684114.0,45.5,25.0,25.0,25.0,25.0,32.0,25.0,25.0,25.0,25.0,26.0,0
2686114.0,45.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2688115.0,45.8,24.8,25.0,25.0,25.0,25.0,25.0,28.0,25.0,25.0,26.0,0
2690115.0,45.7,24.8,25.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,26.0,0
2692115.0,45.6,24.8,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2694115.0,45.7,24.8,25.0,24.0,25.0,25.0,24.0,24.0,25.0,25.0,26.0,0
2696115.0,45.7,24.7,25.0,24.0,25.0,24.0,25.0,24.0,28.0,25.0,26.0,0
2698115.0,45.7,24.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2700114.0,45.8,24.5,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2702114.0,45.9,24.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2704115.0,46.0,24.3,25.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2706114.0,46.0,24.4,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2708166.0,46.1,24.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,26.0,0
2710205.0,46.0,24.2,25.0,25.0,26.0,25.0,25.0,25.0,26.0,29.0,26.0,0
2712202.0,46.1,24.2,26.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2714204.0,46.2,24.0,26.0,25.0,25.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2716203.0,46.1,23.8,25.0,26.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2718202.0,46.1,23.8,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2720203.0,46.2,23.5,25.0,25.0,26.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2722203.0,46.2,23.8,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2724208.0,46.2,23.8,29.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2726206.0,46.2,23.9,25.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2728208.0,46.1,23.5,25.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2730209.0,46.2,23.7,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2732207.0,46.3,23.4,25.0,26.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2734208.0,46.3,23.3,25.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2736209.0,46.3,23.3,25.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2738210.0,46.3,23.3,25.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2740207.0,46.2,23.4,25.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2742208.0,46.2,23.6,25.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2744208.0,46.2,23.5,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2746208.0,46.2,23.7,24.0,25.0,25.0,26.0,26.0,26.0,26.0,29.0,26.0,0
2748208.0,46.2,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2750208.0,46.3,23.6,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2752208.0,46.4,23.6,25.0,25.0,25.0,32.0,26.0,26.0,26.0,29.0,26.0,0
2754210.0,46.2,23.7,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2756209.0,46.2,23.7,25.0,25.0,25.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2758208.0,46.5,23.4,25.0,25.0,26.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2760207.0,46.4,23.6,25.0,25.0,25.0,27.0,26.0,26.0,26.0,29.0,26.0,0
2762209.0,46.4,23.5,25.0,24.0,25.0,26.0,25.0,26.0,26.0,29.0,26.0,0
2764209.0,46.3,23.5,24.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2766186.0,46.3,23.5,7.0,24.0,25.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2768108.0,45.6,26.6,24.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2770116.0,46.4,23.6,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
2772115.0,46.4,23.4,25.0,25.0,24.0,25.0,26.0,24.0,24.0,25.0,26.0,0
2774115.0,46.3,23.4,26.0,24.0,24.0,25.0,26.0,24.0,24.0,25.0,26.0,0
2776115.0,46.3,23.5,26.0,25.0,24.0,25.0,26.0,25.0,25.0,25.0,26.0,0
2778115.0,46.2,23.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2780114.0,46.2,23.7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2782114.0,46.2,23.6,25.0,25.0,22.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2784115.0,46.4,23.6,25.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2786115.0,46.4,23.7,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2788115.0,46.5,23.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2790115.0,46.4,23.6,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2792115.0,46.3,23.7,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2794115.0,46.5,23.8,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
2796114.0,46.6,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2798114.0,46.6,24.2,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2800115.0,46.6,24.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2802115.0,46.7,24.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2804115.0,46.7,24.1,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
2806115.0,46.9,23.8,25.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,26.0,0
2808115.0,46.8,23.9,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2810115.0,47.0,23.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2812114.0,47.0,23.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2814114.0,47.0,23.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2816115.0,47.0,23.2,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2818115.0,47.1,23.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2820115.0,47.2,23.2,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,26.0,0
2822115.0,47.3,23.1,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2824115.0,47.2,23.2,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2826115.0,47.2,23.2,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2828114.0,47.2,23.1,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2830114.0,47.4,23.1,25.0,25.0,24.0,26.0,25.0,25.0,25.0,26.0,26.0,0
2832115.0,47.4,22.7,25.0,25.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
2834115.0,47.2,22.4,25.0,28.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2836115.0,47.3,22.2,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2838115.0,47.3,22.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2840115.0,47.3,22.0,25.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2842115.0,47.2,22.4,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2844114.0,47.3,22.2,25.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2846114.0,47.1,22.2,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2848115.0,47.4,22.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2850115.0,47.2,22.4,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2852115.0,47.3,22.3,25.0,25.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,0
2854115.0,47.4,22.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2856115.0,47.4,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2858115.0,47.2,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2860114.0,47.5,21.7,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2862114.0,47.6,21.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2864115.0,47.6,21.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2866115.0,47.6,21.4,25.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2868115.0,47.7,21.5,25.0,25.0,25.0,25.0,25.0,26.0,25.0,25.0,26.0,0
2870115.0,47.7,21.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2872115.0,47.6,21.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2874115.0,47.7,21.5,24.0,26.0,25.0,25.0,24.0,26.0,25.0,25.0,26.0,0
2876114.0,47.8,21.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,0
2878114.0,47.7,21.4,24.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2880115.0,47.8,21.2,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2882115.0,47.9,20.9,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2884115.0,47.8,21.1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2886114.0,48.0,21.1,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2888115.0,47.8,21.2,24.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,0
2890114.0,48.0,21.1,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2892113.0,48.1,21.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,23.0,26.0,0
2894114.0,48.1,21.3,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,26.0,0
2896114.0,48.1,21.2,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,26.0,0
2898114.0,48.2,21.0,25.0,26.0,25.0,25.0,25.0,26.0,24.0,25.0,26.0,0
2900115.0,48.1,20.9,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,0
2902115.0,48.1,20.7,25.0,25.0,25.0,26.0,25.0,25.0,25.0,25.0,26.0,0
2904114.0,48.3,20.6,25.0,25.0,27.0,25.0,24.0,26.0,25.0,29.0,26.0,0
2906115.0,48.1,20.5,25.0,25.0,24.0,26.0,25.0,25.0,25.0,25.0,26.0,0
2908113.0,48.2,20.4,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,0
2910114.0,48.6,19.8,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2912115.0,48.4,19.9,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
2914114.0,48.3,20.0,26.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,26.0,0
2916114.0,48.1,20.1,25.0,25.0,23.0,24.0,25.0,25.0,23.0,25.0,26.0,0
2918115.0,48.3,19.7,25.0,25.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2920114.0,48.1,20.0,25.0,24.0,24.0,24.0,25.0,25.0,24.0,24.0,26.0,0
2922115.0,48.1,19.9,25.0,24.0,23.0,24.0,25.0,24.0,24.0,25.0,26.0,0
2924113.0,48.3,20.1,24.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
2926113.0,48.3,20.0,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,26.0,0
2928141.0,48.3,20.1,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,0
2930204.0,48.4,20.2,24.0,24.0,25.0,25.0,24.0,24.0,26.0,29.0,26.0,0
2932204.0,48.3,20.3,25.0,25.0,25.0,25.0,24.0,26.0,26.0,29.0,26.0,0
2934204.0,48.4,20.2,24.0,25.0,24.0,24.0,24.0,26.0,26.0,29.0,26.0,0
2936203.0,48.3,20.1,25.0,26.0,25.0,25.0,25.0,26.0,26.0,29.0,26.0,0
2938202.0,48.5,20.2,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2940203.0,48.4,20.5,25.0,25.0,24.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2942202.0,48.3,20.8,25.0,25.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2944206.0,48.3,21.1,24.0,24.0,24.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2946206.0,48.4,21.1,24.0,24.0,24.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2948205.0,48.5,21.4,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2950207.0,48.6,21.7,25.0,25.0,25.0,33.0,26.0,26.0,26.0,29.0,26.0,0
2952207.0,48.6,21.8,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2954207.0,48.7,21.5,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2956209.0,48.7,21.2,22.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2958206.0,48.6,20.9,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2960207.0,48.5,20.6,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2962209.0,48.8,20.3,25.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2964207.0,48.8,20.1,25.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2966204.0,48.8,20.1,24.0,24.0,25.0,33.0,26.0,26.0,26.0,29.0,26.0,0
2968208.0,48.7,20.3,25.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2970209.0,48.8,20.1,24.0,25.0,24.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2972207.0,48.9,20.1,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2974206.0,48.8,20.2,24.0,25.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2976207.0,48.8,20.1,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2978208.0,48.8,19.9,24.0,24.0,24.0,26.0,24.0,26.0,26.0,29.0,26.0,0
2980206.0,49.0,19.4,24.0,23.0,24.0,26.0,25.0,26.0,26.0,29.0,26.0,0
2982206.0,48.8,19.6,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2984206.0,48.9,19.4,25.0,24.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2986209.0,48.9,19.2,24.0,24.0,25.0,25.0,26.0,26.0,26.0,29.0,26.0,0
2988206.0,49.0,19.1,25.0,24.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2990206.0,48.9,19.5,24.0,24.0,25.0,24.0,26.0,26.0,26.0,29.0,26.0,0
2992110.0,45.6,26.6,24.0,24.0,24.0,24.0,24.0,26.0,26.0,29.0,26.0,0
2994116.0,49.0,19.7,24.0,24.0,24.0,24.0,25.0,25.0,24.0,23.0,24.0,0
2996114.0,49.0,19.8,25.0,24.0,23.0,24.0,25.0,24.0,23.0,24.0,26.0,0
2998115.0,49.0,19.7,27.0,24.0,23.0,24.0,25.0,24.0,24.0,25.0,26.0,0
3000115.0,48.9,19.9,25.0,24.0,24.0,25.0,24.0,24.0,24.0,25.0,26.0,0
3002115.0,48.8,19.9,24.0,23.0,24.0,25.0,25.0,24.0,25.0,25.0,26.0,0
3004113.0,48.8,20.1,24.0,24.0,24.0,25.0,24.0,23.0,25.0,24.0,26.0,0
3006113.0,48.8,20.1,25.0,23.0,25.0,25.0,24.0,23.0,25.0,24.0,26.0,0
3008115.0,49.0,20.2,24.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,26.0,0
3010114.0,49.0,20.2,24.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,26.0,0
3012114.0,49.0,20.2,23.0,24.0,23.0,24.0,23.0,24.0,23.0,24.0,26.0,0
3014114.0,48.8,20.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,25.0,26.0,0
3016114.0,49.0,19.8,24.0,23.0,24.0,24.0,25.0,23.0,24.0,24.0,26.0,0
3018115.0,48.9,19.7,25.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,26.0,0
3020114.0,49.0,19.5,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,0
3022114.0,49.1,19.4,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,26.0,0
3024114.0,49.0,19.4,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,26.0,0
3026115.0,49.0,19.5,24.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,26.0,0
3028115.0,49.0,19.5,25.0,24.0,24.0,24.0,25.0,23.0,24.0,24.0,26.0,0
3030114.0,49.0,19.4,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,26.0,0
3032114.0,48.9,19.4,25.0,24.0,23.0,25.0,25.0,24.0,23.0,25.0,26.0,0
3034115.0,48.9,19.3,25.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,26.0,0
3036114.0,48.9,19.3,25.0,24.0,24.0,24.0,25.0,24.0,25.0,24.0,26.0,0
3038113.0,48.8,19.5,25.0,25.0,24.0,24.0,25.0,24.0,24.0,24.0,26.0,0
3040115.0,48.8,19.5,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,0
3042115.0,48.8,19.8,24.0,24.0,24.0,23.0,25.0,24.0,24.0,24.0,26.0,0
3044114.0,48.9,20.0,25.0,24.0,24.0,24.0,25.0,23.0,24.0,25.0,26.0,0
3046114.0,48.8,20.1,24.0,23.0,25.0,25.0,24.0,23.0,24.0,25.0,26.0,0
3048114.0,48.8,20.1,24.0,23.0,24.0,25.0,24.0,23.0,24.0,24.0,26.0,0
3050114.0,49.0,20.2,24.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,26.0,0
3052113.0,48.8,20.4,23.0,23.0,24.0,23.0,23.0,24.0,24.0,23.0,26.0,0
3054113.0,49.0,20.0,23.0,24.0,23.0,23.0,23.0,24.0,23.0,23.0,26.0,0
3056114.0,49.0,19.8,23.0,24.0,23.0,23.0,24.0,24.0,23.0,23.0,26.0,0
3058115.0,49.0,19.7,24.0,24.0,23.0,23.0,24.0,23.0,23.0,23.0,26.0,0
3060114.0,49.0,19.4,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,0
3062115.0,48.9,19.6,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,0
3064115.0,49.0,19.3,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,0
3066115.0,49.0,19.3,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,26.0,0
3068113.0,49.4,19.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,23.0,26.0,0
3070114.0,49.2,18.9,22.0,23.0,22.0,23.0,22.0,22.0,22.0,23.0,26.0,0
3072115.0,49.2,18.9,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3074115.0,49.1,18.9,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,26.0,0
3076115.0,49.4,19.2,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,26.0,0
3078115.0,49.4,19.2,22.0,22.0,23.0,22.0,22.0,22.0,23.0,22.0,26.0,0
3080115.0,49.4,19.1,22.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,26.0,0
3082115.0,49.4,19.3,22.0,22.0,22.0,22.0,28.0,22.0,22.0,22.0,26.0,0
3084114.0,49.7,19.3,22.0,23.0,22.0,22.0,22.0,23.0,22.0,32.0,26.0,0
3086114.0,49.5,19.2,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3088115.0,49.7,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3090115.0,49.7,18.9,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3092115.0,49.6,18.9,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3094115.0,49.7,18.7,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3096115.0,49.7,18.8,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,26.0,0
3098115.0,49.6,19.0,22.0,22.0,22.0,22.0,19.0,22.0,22.0,22.0,26.0,0
3100114.0,49.9,19.1,16.0,19.0,22.0,21.0,22.0,18.0,21.0,21.0,26.0,0
3102114.0,49.7,19.2,25.0,18.0,22.0,32.0,22.0,22.0,19.0,22.0,26.0,0
3104114.0,49.9,18.8,23.0,22.0,22.0,22.0,22.0,24.0,19.0,29.0,26.0,0
3106114.0,50.0,18.3,22.0,23.0,22.0,21.0,23.0,22.0,31.0,29.0,26.0,0
3108114.0,50.0,18.0,21.0,21.0,21.0,31.0,22.0,22.0,18.0,31.0,26.0,0
3110114.0,50.0,17.9,21.0,22.0,15.0,31.0,22.0,22.0,22.0,31.0,26.0,0
3112114.0,50.0,17.9,21.0,21.0,22.0,31.0,22.0,21.0,22.0,21.0,26.0,0
3114114.0,50.0,17.8,20.0,21.0,22.0,21.0,21.0,21.0,22.0,21.0,26.0,0
3116113.0,50.0,17.9,22.0,21.0,21.0,30.0,21.0,21.0,21.0,22.0,26.0,0
3118114.0,50.1,17.9,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,26.0,0
3120114.0,49.9,18.1,22.0,21.0,21.0,22.0,19.0,21.0,21.0,29.0,26.0,0
3122113.0,50.0,18.0,22.0,21.0,22.0,22.0,22.0,17.0,21.0,29.0,26.0,0
3124113.0,50.2,18.0,22.0,22.0,13.0,31.0,25.0,21.0,21.0,29.0,26.0,0
3126114.0,50.0,18.1,24.0,21.0,22.0,31.0,21.0,18.0,21.0,21.0,26.0,0
3128113.0,49.8,18.1,21.0,21.0,21.0,22.0,22.0,21.0,31.0,29.0,26.0,0
3130113.0,50.0,18.0,22.0,22.0,19.0,31.0,20.0,22.0,22.0,29.0,26.0,0
3132112.0,50.0,18.0,21.0,22.0,22.0,22.0,21.0,20.0,31.0,29.0,26.0,0
3134113.0,50.3,17.9,21.0,22.0,17.0,31.0,21.0,21.0,21.0,29.0,26.0,0
3136114.0,50.3,17.9,21.0,22.0,21.0,21.0,21.0,21.0,30.0,29.0,26.0,0
3138114.0,50.0,18.0,21.0,21.0,21.0,31.0,21.0,21.0,22.0,30.0,26.0,0
3140114.0,50.3,17.8,21.0,21.0,21.0,31.0,22.0,21.0,22.0,29.0,26.0,0
3142115.0,50.2,17.9,21.0,21.0,22.0,18.0,21.0,21.0,21.0,15.0,26.0,0
3144114.0,50.0,18.0,21.0,21.0,22.0,22.0,21.0,21.0,21.0,21.0,26.0,0
3146114.0,50.0,18.0,21.0,22.0,20.0,21.0,21.0,21.0,22.0,21.0,26.0,0
3148207.0,50.0,18.0,21.0,21.0,31.0,20.0,19.0,21.0,31.0,29.0,26.0,0
3150200.0,50.2,18.0,13.0,21.0,21.0,27.0,26.0,26.0,26.0,29.0,26.0,0
3152203.0,50.0,18.1,31.0,13.0,22.0,13.0,31.0,26.0,26.0,29.0,26.0,0
3154203.0,50.3,17.9,22.0,17.0,21.0,21.0,26.0,26.0,26.0,29.0,26.0,0
3156202.0,50.2,17.9,21.0,22.0,25.0,27.0,26.0,26.0,26.0,29.0,26.0,0
3158203.0,50.2,17.8,21.0,21.0,12.0,22.0,26.0,26.0,26.0,29.0,26.0,0
3160202.0,50.3,17.9,21.0,22.0,14.0,27.0,26.0,26.0,26.0,29.0,26.0,0
3162210.0,50.3,17.9,23.0,22.0,22.0,21.0,26.0,26.0,26.0,29.0,26.0,0
3164206.0,50.3,17.7,22.0,14.0,21.0,27.0,26.0,26.0,26.0,29.0,26.0,0
3166155.0,45.6,26.6,21.0,15.0,21.0,27.0,26.0,26.0,26.0,29.0,26.0,0
3168150.0,50.3,17.5,21.0,21.0,21.0,21.0,19.0,23.0,26.0,29.0,26.0,0
3170123.0,50.3,17.5,17.0,21.0,21.0,13.0,21.0,26.0,26.0,29.0,26.0,0
3172130.0,50.5,17.6,21.0,10.0,21.0,31.0,11.0,20.0,26.0,29.0,26.0,0
